@relation training-set

@attribute @class@ {Social,Technology,Politics,Sports}
@attribute content string

@data
Social,'My school offers extracurricular photography debating and a student paper but we don t do wine tasting as offered at a local private Are we losing out by a lack of preparation for drinking at lunchtime without falling over or a lifetime of sniffing glasses and comparing bouquets Why I m glad my parents sent me to a state school'
Politics,'Aung San Suu Kyi is constitutionally barred from the presidency because her sons are British but she has vowed to rule from above ideally until she can persuade the military to amend the Aung San Suu Kyi will not be president of Myanmar parliament confirms'
Social,'Today s pupils should go into the world with a knowledge of their history and geography their environment the working of their bodies the upbringing of children law money the economy and civil This is in addition to self confidence emotional intelligence and the culture of the English But all are crowded out by a political obsession with Our fixation with maths doesn t add up'
Politics,'More than a dozen Britons and a handful of Americans are among Islamic State fighters reportedly named in a cache of documents obtained by German Isis document leak reportedly reveals identities of recruits'
Social,'If we happen to have a welfare state that increases the number of children born into welfare households they are more likely to suffer If you re born into one of these households there s a risk of personality Adam Perkins author of the Welfare Trait tells Dawn Foster that his contentious views on the negative impact of the welfare state aren t Adam Perkins Welfare dependency can be bred out'
Social,'Sony music will reportedly sever ties with Dr Luke the producer accused of sexually assaulting singer Kesha charges he Reports suggest Sony will cut ties with Dr Luke'
Sports,'Maria Sharapova said on Monday she did not realise the substance was illegal but took full responsibility for her Maria Sharapova thanks fans for support and vows to return to tennis'
Technology,'The number of guys you have kissed doesn t matter just why you are doing Have I kissed too many guys You asked Google here s the answer'
Social,'He gave me my first lesson in how strings were voiced for a quartet writes Paul McC Paul McCartney on George Martin if anyone was the fifth Beatle it was him'
Social,'Try as I might to suppress my cynicism it s hard to interpret the party s recent report calling for cannabis to be legalised as anything other than a desperate grasp for The Lib Dem cool dad call to legalise cannabis is an insult to young voters'
Social,'In Britain young people face a battery of attacks on their wellbeing a lack of affordable housing and secure well paid jobs the decimation of youth services soaring university debt a discriminatory minimum wage cuts to social security and so So much pain so little political How can it be reversed A war of the generations is not a solution hope is'
Social,'The world is on track to reach dangerous levels of global warming much sooner than expected according to new Australian Dangerous global warming will happen sooner than thought study'
Politics,'To be eligible to appear on the new bill the woman must be Canadian either by birth or naturalization and she must have died at least years Canada to feature woman on bank note seven top candidates'
Politics,'The refugee convention was the product of a time when European leaders attempted to build a more peaceful A continent whose countries would not sit idly by as humanitarian crises occurred on their A Europe whose countries would not turn Jews away from their borders as some states did in the late The EU Turkey refugee deal is a far cry from postwar altruism Patrick Kingsley'
Politics,'US special forces captured a top chemical weapons engineer working for Islamic State during a raid last month in northern Iraq officials US forces captured head of Isis chemical weapons program in Iraq last month'
Technology,'Google s self driving car collision with a bus was caught on Google self driving car crash in California'
Social,'I want to be a story told in beds at night around the He was a sexual outlaw my love affair with Robert Mapplethorpe'
Social,'Miss the Academy Awards last night Here are some the best quotes from the Oscars of the best quotes from the night'
